#Comando para inserir o csv no banco
\copy desempenho (faltas, nota, aluno_id, disciplina_id) FROM '/home/ricajust/Projects/tcc_edugo/monolito/edugo_tcc/src/main/java/com/edugo/edugo_tcc/mocks/desempenho.csv' WITH (FORMAT CSV, HEADER);  

faltas,nota,aluno_id,disciplina_id
3,7.9,ccfcb48e-2351-47ac-b77f-3e6a9b909189,161
0,9.5,53ea1842-97f4-4562-83cf-552075b6a18b,162
5,6.6,53ea1842-97f4-4562-83cf-552075b6a18b,163
2,8.1,53ea1842-97f4-4562-83cf-552075b6a18b,164
4,7.4,53ea1842-97f4-4562-83cf-552075b6a18b,165
0,9,53ea1842-97f4-4562-83cf-552075b6a18b,166
3,7.1,ae6dc565-1286-44e3-b26f-1da6936bb234,167
0,8.8,ae6dc565-1286-44e3-b26f-1da6936bb234,168
6,6.7,ae6dc565-1286-44e3-b26f-1da6936bb234,169
0,9.3,ae6dc565-1286-44e3-b26f-1da6936bb234,170
1,8.2,ae6dc565-1286-44e3-b26f-1da6936bb234,171
0,9.9,ec5710c5-9c39-4e5f-be7f-4aca0ee0766f,172
9,6,ec5710c5-9c39-4e5f-be7f-4aca0ee0766f,173
1,8.7,ec5710c5-9c39-4e5f-be7f-4aca0ee0766f,174
4,7.5,ec5710c5-9c39-4e5f-be7f-4aca0ee0766f,1
0,9.1,ec5710c5-9c39-4e5f-be7f-4aca0ee0766f,2
1,8.3,1375d219-75b5-4369-ac72-3fb905e15d2e,52
2,7.8,1375d219-75b5-4369-ac72-3fb905e15d2e,102
0,9.6,1375d219-75b5-4369-ac72-3fb905e15d2e,152
7,6.2,1375d219-75b5-4369-ac72-3fb905e15d2e,153
0,8.9,1375d219-75b5-4369-ac72-3fb905e15d2e,154
3,7.4,04ec6a82-0415-47f7-b0c8-1bc153b4e000,155
0,9.1,04ec6a82-0415-47f7-b0c8-1bc153b4e000,156
6,6.6,04ec6a82-0415-47f7-b0c8-1bc153b4e000,157
1,8.5,04ec6a82-0415-47f7-b0c8-1bc153b4e000,158
2,7.9,04ec6a82-0415-47f7-b0c8-1bc153b4e000,159
0,9.7,46b03ae6-fa0e-479a-8280-5b869beaaaac,160
7,6.4,46b03ae6-fa0e-479a-8280-5b869beaaaac,161
1,8.2,46b03ae6-fa0e-479a-8280-5b869beaaaac,162
5,7,46b03ae6-fa0e-479a-8280-5b869beaaaac,163
0,9.4,46b03ae6-fa0e-479a-8280-5b869beaaaac,164
2,7.6,8c76878f-b667-44ed-adaa-df290135bace,165
0,9,8c76878f-b667-44ed-adaa-df290135bace,166
8,6.1,8c76878f-b667-44ed-adaa-df290135bace,167
1,8.3,8c76878f-b667-44ed-adaa-df290135bace,168
3,7.7,8c76878f-b667-44ed-adaa-df290135bace,169
0,9.1,6d26d397-1486-4e2a-93d4-5d9f4987d506,170
5,6.8,6d26d397-1486-4e2a-93d4-5d9f4987d506,171
2,8.4,6d26d397-1486-4e2a-93d4-5d9f4987d506,172
4,7,6d26d397-1486-4e2a-93d4-5d9f4987d506,173
0,9.6,6d26d397-1486-4e2a-93d4-5d9f4987d506,174
1,7.7,7c5f7bb4-da51-486a-b4d7-399ef9c5bb06,1
0,9.2,7c5f7bb4-da51-486a-b4d7-399ef9c5bb06,2
8,6.5,7c5f7bb4-da51-486a-b4d7-399ef9c5bb06,52
0,8.9,7c5f7bb4-da51-486a-b4d7-399ef9c5bb06,102
5,7,7c5f7bb4-da51-486a-b4d7-399ef9c5bb06,152
0,9.3,ba9cd3b7-4165-4de0-802a-37ea28f8959a,153
7,6.1,ba9cd3b7-4165-4de0-802a-37ea28f8959a,154
1,8.2,ba9cd3b7-4165-4de0-802a-37ea28f8959a,155
3,7.7,ba9cd3b7-4165-4de0-802a-37ea28f8959a,156
0,9.9,ba9cd3b7-4165-4de0-802a-37ea28f8959a,157
5,7,cc271f8f-0c01-4a51-a058-def62b934c07,158
0,8.6,cc271f8f-0c01-4a51-a058-def62b934c07,159
8,6.1,cc271f8f-0c01-4a51-a058-def62b934c07,160
0,9.3,cc271f8f-0c01-4a51-a058-def62b934c07,161
2,7.4,cc271f8f-0c01-4a51-a058-def62b934c07,162
1,8.5,7b2ce095-b0ca-4eb0-bcef-0e04a9890d54,163
3,7.9,7b2ce095-b0ca-4eb0-bcef-0e04a9890d54,164
0,9.6,7b2ce095-b0ca-4eb0-bcef-0e04a9890d54,165
9,6,7b2ce095-b0ca-4eb0-bcef-0e04a9890d54,166
2,8.1,7b2ce095-b0ca-4eb0-bcef-0e04a9890d54,167
4,7.3,ffe5bb4c-d8dd-4abb-a64b-35ac87a78423,168
0,9.7,ffe5bb4c-d8dd-4abb-a64b-35ac87a78423,169
7,6.7,ffe5bb4c-d8dd-4abb-a64b-35ac87a78423,170
1,8.4,ffe5bb4c-d8dd-4abb-a64b-35ac87a78423,171
5,7,ffe5bb4c-d8dd-4abb-a64b-35ac87a78423,172
0,9.2,1da4ff59-af59-490e-84b4-8fd420e4978a,173
6,6.9,1da4ff59-af59-490e-84b4-8fd420e4978a,174
1,8.6,1da4ff59-af59-490e-84b4-8fd420e4978a,1
3,7.1,1da4ff59-af59-490e-84b4-8fd420e4978a,2
0,9.8,1da4ff59-af59-490e-84b4-8fd420e4978a,52
2,7.6,e1adabcb-9e9d-496e-94af-6d2dcfbb89f4,102
0,9.1,e1adabcb-9e9d-496e-94af-6d2dcfbb89f4,152
7,6.4,e1adabcb-9e9d-496e-94af-6d2dcfbb89f4,153
1,8.3,e1adabcb-9e9d-496e-94af-6d2dcfbb89f4,154
3,7.9,e1adabcb-9e9d-496e-94af-6d2dcfbb89f4,155
0,9.5,05316dba-f211-48e4-a9aa-792a1381a600,156
5,6.6,05316dba-f211-48e4-a9aa-792a1381a600,157
2,8.1,05316dba-f211-48e4-a9aa-792a1381a600,158
4,7.4,05316dba-f211-48e4-a9aa-792a1381a600,159
0,9,05316dba-f211-48e4-a9aa-792a1381a600,160
3,7.1,d0cab581-d6eb-4e0f-8625-75624dc36d2a,161
0,8.8,d0cab581-d6eb-4e0f-8625-75624dc36d2a,162
6,6.7,d0cab581-d6eb-4e0f-8625-75624dc36d2a,163
0,9.3,d0cab581-d6eb-4e0f-8625-75624dc36d2a,164
1,8.2,d0cab581-d6eb-4e0f-8625-75624dc36d2a,165
0,9.9,d86d40c3-fe12-4c82-86b9-5b9df50c3ec6,166
9,6,d86d40c3-fe12-4c82-86b9-5b9df50c3ec6,167
1,8.7,d86d40c3-fe12-4c82-86b9-5b9df50c3ec6,168
4,7.5,d86d40c3-fe12-4c82-86b9-5b9df50c3ec6,169
0,9.1,d86d40c3-fe12-4c82-86b9-5b9df50c3ec6,170
1,8.3,6b8ef4fe-d0fb-4d23-9f2f-a51be46ab281,171
2,7.8,6b8ef4fe-d0fb-4d23-9f2f-a51be46ab281,172
0,9.6,6b8ef4fe-d0fb-4d23-9f2f-a51be46ab281,173
7,6.2,6b8ef4fe-d0fb-4d23-9f2f-a51be46ab281,174
0,8.9,6b8ef4fe-d0fb-4d23-9f2f-a51be46ab281,1
3,7.4,ca451dd5-503b-4693-a273-df5d03d44bfe,2
0,9.1,ca451dd5-503b-4693-a273-df5d03d44bfe,52
6,6.6,ca451dd5-503b-4693-a273-df5d03d44bfe,102
1,8.5,ca451dd5-503b-4693-a273-df5d03d44bfe,152
2,7.9,ca451dd5-503b-4693-a273-df5d03d44bfe,153
0,9.7,a3d8d3f2-8999-4eca-9950-eef6f223283e,154
7,6.4,a3d8d3f2-8999-4eca-9950-eef6f223283e,155
1,8.2,a3d8d3f2-8999-4eca-9950-eef6f223283e,156
5,7,a3d8d3f2-8999-4eca-9950-eef6f223283e,157
0,9.4,a3d8d3f2-8999-4eca-9950-eef6f223283e,158
2,7.6,faf82468-3946-4ebf-843b-b14483ae7c56,159
0,9.1,faf82468-3946-4ebf-843b-b14483ae7c56,160
7,6.4,faf82468-3946-4ebf-843b-b14483ae7c56,161
1,8.3,faf82468-3946-4ebf-843b-b14483ae7c56,162
3,7.9,faf82468-3946-4ebf-843b-b14483ae7c56,163
0,9.5,e389aac6-9c72-4881-b481-7e9174d222e5,164
5,6.6,e389aac6-9c72-4881-b481-7e9174d222e5,165
2,8.1,e389aac6-9c72-4881-b481-7e9174d222e5,166
4,7.4,e389aac6-9c72-4881-b481-7e9174d222e5,167
0,9,e389aac6-9c72-4881-b481-7e9174d222e5,168
3,7.1,93e37be3-32e8-42f5-969a-4de900697412,169
0,8.8,93e37be3-32e8-42f5-969a-4de900697412,170
6,6.7,93e37be3-32e8-42f5-969a-4de900697412,171
0,9.3,93e37be3-32e8-42f5-969a-4de900697412,172
1,8.2,93e37be3-32e8-42f5-969a-4de900697412,173
